mimic_code,mimic_display,target_system,target_code,target_display,comment,codesearch_query,codesearch_query_2,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning,codesearch_loinc_status,codesearch_loinc_target,codesearch_loinc_display,codesearch_loinc_confidence,codesearch_snomed_status,codesearch_snomed_target,codesearch_snomed_display,codesearch_snomed_confidence,observed_shape,loinc_scale_typ,scale_note
223773,PA Line cm Mark,,,,"LOINC: no match for 'PA Line cm Mark' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'PA Line cm Mark' within <<363787002.",PA Line cm Mark,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
223775,VAD Beat Rate R,,,,"LOINC: no match for 'VAD Beat Rate R' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'VAD Beat Rate R' within <<363787002.",VAD Beat Rate R,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
223780,Daily Wake Up Deferred,,,,"LOINC: no match for 'Daily Wake Up Deferred (recorded values: Hemodynamic Instability, No/Not Sedated, Unstable Vent Status, Agitated, Neuromusc Block, OR/Procedure, Unstable Airway, CMO, Elevated ICP, Active Isch/Arrth, Unstable Spine)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Daily Wake Up Deferred (recorded values: Hemodynamic Instability, No/Not Sedated, Unstable Vent Status, Agitated, Neuromusc Block, OR/Procedure, Unstable Airway, CMO, Elevated ICP, Active Isch/Arrth, Unstable Spine)' within <<363787002.",Daily Wake Up Deferred,"Daily Wake Up Deferred (recorded values: Hemodynamic Instability, No/Not Sedated, Unstable Vent Status, Agitated, Neuromusc Block, OR/Procedure, Unstable Airway, CMO, Elevated ICP, Active Isch/Arrth, Unstable Spine)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223781,Pain Present,http://loinc.org,54829-7,Pain presence during assessment period [CMS Assessment],,Pain Present,,54829-7,Pain presence during assessment period [CMS Assessment],0.85,ok,FSN 'Pain presence' matches 'Pain Present' meaning,ok,54829-7,Pain presence during assessment period [CMS Assessment],0.85,,,,,NomOrd,Ord,
223782,Pain Type,http://loinc.org,80316-3,Pain scale [Type],,Pain Type,,80316-3,Pain scale [Type],0.80,ok,FSN 'Pain scale:Type' captures pain type as scale type,ok,80316-3,Pain scale [Type],0.80,,,,,NomOrd,Nom,
223783,Pain Location,http://loinc.org,38204-4,Pain primary location - Reported,,Pain Location,,38204-4,Pain primary location - Reported,0.85,ok,FSN captures pain location meaning,ok,38204-4,Pain primary location - Reported,0.85,,,,,NomOrd,Nom,
223784,Pain Cause,,,,"LOINC: no match for 'Pain Cause (recorded values: At Rest, Movement/Turning, Activity, Cough/Deep Breath, Incisional, Unknown, Situational, Injury, Procedural, Sitting Up, Wound)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Pain Cause (recorded values: At Rest, Movement/Turning, Activity, Cough/Deep Breath, Incisional, Unknown, Situational, Injury, Procedural, Sitting Up, Wound)' within <<363787002.",Pain Cause,"Pain Cause (recorded values: At Rest, Movement/Turning, Activity, Cough/Deep Breath, Incisional, Unknown, Situational, Injury, Procedural, Sitting Up, Wound)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223791,Pain Level,http://loinc.org,106724-8,Pain level,,Pain Level,,106724-8,Pain level,1.00,ok,,ok,106724-8,Pain level,1.00,,,,,,Ord,
223792,Pain Management,,,,"LOINC: no match for 'Pain Management' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 278414003 |Pain management (procedure)| at 0.85 but that code is not a member of <<363787002.",Pain Management,,,,,no-match,,no-match,,,,out-of-constraint,278414003,Pain management (procedure),0.85,NomOrd,,
223794,Pain Level Acceptable,,,,"LOINC: proposed 106724-8 |Pain level| at 0.80, which passed the constraint but the label carries 'Acceptable', so the column records an intended or set value, and the target's display states no such modifier — mapping it here would record the intent as a measurement. SNOMED CT: proposed 425976001 |Acceptable pain level status| at 0.90, which passed the constraint but the label carries 'Acceptable', so the column records an intended or set value, and the target's display states no such modifier — mapping it here would record the intent as a measurement.",Pain Level Acceptable,,106724-8,Pain level,0.80,intent-dropped,FSN matches core concept; 'acceptable' qualifier not captured,intent-dropped,106724-8,Pain level,0.80,intent-dropped,425976001,Acceptable pain level status,0.90,NomOrd,Ord,
223795,Pain Assessment Method,,,,"LOINC: proposed 52500-6 |Pain assessment| at 0.90, which passed the constraint but LOINC SCALE_TYP=-, i.e. a panel, which is not a legal Observation.code for a single flowsheet value. SNOMED CT: no match for 'Pain Assessment Method' within <<363787002.",Pain Assessment Method,,52500-6,Pain assessment,0.90,scale-mismatch,FSN matches pain assessment; method not a distinct qualifier,scale-mismatch,52500-6,Pain assessment,0.90,no-match,,,,NomOrd,-,"LOINC SCALE_TYP=-, i.e. a panel, which is not a legal Observation.code for a single flowsheet value"
223796,Untoward Effect,,,,"LOINC: no match for 'Untoward Effect (recorded values: None, Hypotension, Nausea, Sleep Disturbance, Respiratory Depression, Decreased Mobility, Pruritis, Vomiting, Constipation, Loss of Appetite, Urinary Retention, Tingling)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Untoward Effect (recorded values: None, Hypotension, Nausea, Sleep Disturbance, Respiratory Depression, Decreased Mobility, Pruritis, Vomiting, Constipation, Loss of Appetite, Urinary Retention, Tingling)' within <<363787002.",Untoward Effect,"Untoward Effect (recorded values: None, Hypotension, Nausea, Sleep Disturbance, Respiratory Depression, Decreased Mobility, Pruritis, Vomiting, Constipation, Loss of Appetite, Urinary Retention, Tingling)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223797,Sensory Level,,,,"LOINC: no match for 'Sensory Level (recorded values: Nipple Line, Xiphoid, Costal Margin, Umbilicus, Front of Neck, Anterior Ankle/Foot, Thigh, N/A, Inguinal/Iliac, Knee, Ring/Little Finger, Perianal Area)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Sensory Level (recorded values: Nipple Line, Xiphoid, Costal Margin, Umbilicus, Front of Neck, Anterior Ankle/Foot, Thigh, N/A, Inguinal/Iliac, Knee, Ring/Little Finger, Perianal Area)' within <<363787002.",Sensory Level,"Sensory Level (recorded values: Nipple Line, Xiphoid, Costal Margin, Umbilicus, Front of Neck, Anterior Ankle/Foot, Thigh, N/A, Inguinal/Iliac, Knee, Ring/Little Finger, Perianal Area)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223800,Epidural Appearance,,,,"LOINC: proposed 99716-3 |Dialysis access site appearance| at 0.50, below the 0.8 threshold. SNOMED CT: no match for 'Epidural Appearance (recorded values: WNL, Bleeding, Drainage, Unable to assess, Swelling, Redness, Erythematous, Infiltrated, Ecchymotic, Pain)' within <<363787002.",Epidural Appearance,"Epidural Appearance (recorded values: WNL, Bleeding, Drainage, Unable to assess, Swelling, Redness, Erythematous, Infiltrated, Ecchymotic, Pain)",99716-3,Dialysis access site appearance,0.50,below-threshold,Same kind (site appearance assessment); no epidural-specific code exists,below-threshold,99716-3,Dialysis access site appearance,0.50,no-match,,,,NomOrd,,
223801,NMB Medication,,,,"LOINC: no match for 'NMB Medication (recorded values: Cisatracurium, Rocuronium, Vecuronium, Pancuronium, Turbocurarine)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'NMB Medication (recorded values: Cisatracurium, Rocuronium, Vecuronium, Pancuronium, Turbocurarine)' within <<363787002.",NMB Medication,"NMB Medication (recorded values: Cisatracurium, Rocuronium, Vecuronium, Pancuronium, Turbocurarine)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223802,Nerve Stimulated,,,,"LOINC: proposed 98707-3 |Nerve studied [Anatomy]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Nerve Stimulated' within <<363787002.",Nerve Stimulated,,98707-3,Nerve studied [Anatomy],0.70,below-threshold,"Closest match; identifies the nerve, though 'stimulated' implies method",below-threshold,98707-3,Nerve studied [Anatomy],0.70,no-match,,,,NomOrd,,
223804,TOF Response/Twitch,http://snomed.info/sct,250832007,Train of four count,,TOF Response/Twitch,,250832007,Train of four count,0.80,ok,TOF = train of four; twitch response measured as TOF count,no-match,,,,ok,250832007,Train of four count,0.80,,,
223805,Nausea and Vomiting (CIWA),http://snomed.info/sct,405166007,Nausea and vomiting status,,Nausea and Vomiting (CIWA),,405166007,Nausea and vomiting status,0.85,ok,"Observable entity for nausea/vomiting severity, matches CIWA scale item",below-threshold,112497-3,Nausea,0.70,ok,405166007,Nausea and vomiting status,0.85,Qn,,
223806,Tremor (CIWA),,,,"LOINC: no match for 'Tremor (CIWA)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Tremor (CIWA)' within <<363787002.",Tremor (CIWA),,,,,no-match,,no-match,,,,no-match,,,,Qn,,
223810,Paroxysmal Sweats,http://snomed.info/sct,415691001,Sweating,,Paroxysmal Sweats,,415691001,Sweating,0.85,ok,Sweating observable matches; paroxysmal is non-coded qualifier,no-match,,,,ok,415691001,Sweating,0.85,Qn,,
223811,Anxiety,http://loinc.org,112501-2,Anxiety (feeling nervous),,Anxiety,,112501-2,Anxiety (feeling nervous),0.87,ok,,ok,112501-2,Anxiety (feeling nervous),0.87,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
223814,Auditory Disturbance,http://loinc.org,28137-8,Auditory alteration [CCC],,Auditory Disturbance,,28137-8,Auditory alteration [CCC],0.85,ok,FSN 'Auditory alteration' matches 'Auditory disturbance' as a finding,ok,28137-8,Auditory alteration [CCC],0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
223817,Agitation,http://snomed.info/sct,440651009,Level of agitation,,Agitation,,440651009,Level of agitation,0.90,ok,Observable entity matching agitation in this VS,no-match,,,,ok,440651009,Level of agitation,0.90,Qn,,
223818,Tactile Disturbances,,,,"LOINC: proposed 28227-7 |Tactile alteration| at 0.75, below the 0.8 threshold. SNOMED CT: proposed 397624008 |Touch sensation, function| at 0.60, below the 0.8 threshold.",Tactile Disturbances,,28227-7,Tactile alteration,0.75,below-threshold,Closest match to tactile disturbance,below-threshold,28227-7,Tactile alteration,0.75,below-threshold,397624008,"Touch sensation, function",0.60,Qn,,
223819,Visual Disturbances,,,,"LOINC: no match for 'Visual Disturbances' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 78455002 |Subjective visual disturbance| at 0.80 but that code is not a member of <<363787002.",Visual Disturbances,,,,,no-match,,no-match,,,,out-of-constraint,78455002,Subjective visual disturbance,0.80,Qn,,
223820,Headache,http://loinc.org,45715-0,Headache [Minimum Data Set],,Headache,,45715-0,Headache [Minimum Data Set],0.85,ok,,ok,45715-0,Headache [Minimum Data Set],0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
223821,Orient/Clouding Sensory,http://snomed.info/sct,43173001,Orientation,,Orient/Clouding Sensory,,43173001,Orientation,0.85,ok,"Orientation, function observable entity matches 'Orient'",below-threshold,28381-2,Disorientation [HIV-SSC],0.60,ok,43173001,Orientation,0.85,Qn,,
223823,Insomnia,,,,"LOINC: proposed 45550-1 |Insomnia/change in sleeping pattern [Minimum Data Set]| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 193462001 |Insomnia| at 0.95 but that code is not a member of <<363787002.",Insomnia,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.70,below-threshold,Closest broader match; subtypes are narrower (overstepping),below-threshold,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.70,out-of-constraint,193462001,Insomnia,0.95,NomOrd,,
223824,Seizure,http://snomed.info/sct,363856007,Seizure observable,,Seizure,,363856007,Seizure observable,0.85,ok,General seizure observable; matches input without added specificity,no-match,,,,ok,363856007,Seizure observable,0.85,NomOrd,,
223825,Sustained Nystagmus,,,,"LOINC: proposed 79891-8 |Type of Nystagmus| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Sustained Nystagmus (recorded values: No, Yes)' within <<363787002.",Sustained Nystagmus,"Sustained Nystagmus (recorded values: No, Yes)",79891-8,Type of Nystagmus,0.70,below-threshold,Closest broader nystagmus finding; no exact 'sustained' code,below-threshold,79891-8,Type of Nystagmus,0.70,no-match,,,,NomOrd,,
223827,Ataxia,,,,"LOINC: proposed 93001-6 |Total ataxia score SARA| at 0.60, below the 0.8 threshold. SNOMED CT: no match for 'Ataxia' within <<363787002.",Ataxia,,93001-6,Total ataxia score SARA,0.60,below-threshold,"Context-forced specificity: 'Ataxia' is underspecified for flat code system http://loinc.org (mandatory structural axes); resolved to the most generic in-pool leaf for the analyte (fewest added tokens, uniquely).",below-threshold,93001-6,Total ataxia score SARA,0.60,no-match,,,,NomOrd,,
223828,Slurred Speech,http://loinc.org,70195-3,Dysarthria [NIH Stroke Scale],,Slurred Speech,,70195-3,Dysarthria [NIH Stroke Scale],0.85,ok,Slurred speech = dysarthria; LOINC finding observation,ok,70195-3,Dysarthria [NIH Stroke Scale],0.85,,,,,NomOrd,Ord,
223829,Drowsiness,http://loinc.org,112496-5,Drowsiness (feeling sleepy),,Drowsiness,,112496-5,Drowsiness (feeling sleepy),0.95,ok,,ok,112496-5,Drowsiness (feeling sleepy),0.95,,,,,NomOrd,Ord,
223830,PH (Arterial),http://loinc.org,2744-1,pH of Arterial blood,,PH (Arterial),,2744-1,pH of Arterial blood,0.95,ok,FSN matches pH of arterial blood exactly,ok,2744-1,pH of Arterial blood,0.95,,,,,Qn,SemiQn,
223834,O2 Flow,http://loinc.org,3151-8,Inhaled oxygen flow rate,,O2 Flow,,3151-8,Inhaled oxygen flow rate,0.90,ok,FSN matches O2 flow rate measurement,ok,3151-8,Inhaled oxygen flow rate,0.90,,,,,Qn,Qn,
223835,Inspired O2 Fraction,http://loinc.org,71835-3,Oxygen/Gas total [Pure volume fraction] Inhaled gas,,Inspired O2 Fraction,,71835-3,Oxygen/Gas total [Pure volume fraction] Inhaled gas,0.85,ok,"FSN matches FiO2; synonym FIO2, no ventilator specifier",ok,71835-3,Oxygen/Gas total [Pure volume fraction] Inhaled gas,0.85,,,,,Qn,Qn,
223836,Airway Type,http://loinc.org,69995-9,Type of Positive airway pressure device,,Airway Type,,69995-9,Type of Positive airway pressure device,0.85,ok,,ok,69995-9,Type of Positive airway pressure device,0.85,,,,,NomOrd,Nom,
223837,ETT Size (ID),http://loinc.org,79562-5,Endotracheal tube Diameter,,ETT Size (ID),,79562-5,Endotracheal tube Diameter,0.85,ok,ETT = endotracheal tube; size = diameter,ok,79562-5,Endotracheal tube Diameter,0.85,,,,,NomOrd,Qn,"LOINC SCALE_TYP=Qn but MIMIC records strings; 96% of the value mass is a number wearing a unit, so the target is right and the ETL should emit valueQuantity"
223838,ETT Location,,,,"LOINC: no match for 'ETT Location (recorded values: Oral-R, Oral Center, Oral-L, Not applicable, Nasal-R, Nasal-L, Stoma)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'ETT Location (recorded values: Oral-R, Oral Center, Oral-L, Not applicable, Nasal-R, Nasal-L, Stoma)' within <<363787002.",ETT Location,"ETT Location (recorded values: Oral-R, Oral Center, Oral-L, Not applicable, Nasal-R, Nasal-L, Stoma)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223840,ETT Re-taped,,,,"LOINC: proposed 38886-8 |Endotracheal tube secure method| at 0.60, below the 0.8 threshold. SNOMED CT: no match for 'ETT Re-taped (recorded values: Yes, No)' within <<363787002.",ETT Re-taped,"ETT Re-taped (recorded values: Yes, No)",38886-8,Endotracheal tube secure method,0.60,below-threshold,Closest nominal ETT observation; re-taping is a securing action,below-threshold,38886-8,Endotracheal tube secure method,0.60,no-match,,,,,,
223847,Passey Muir Valve in use,,,,"LOINC: no match for 'Passey Muir Valve in use (recorded values: No, Yes)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Passey Muir Valve in use (recorded values: No, Yes)' within <<363787002.",Passey Muir Valve in use,"Passey Muir Valve in use (recorded values: No, Yes)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
223848,Ventilator Type,http://loinc.org,20125-1,Ventilator type,,Ventilator Type,,20125-1,Ventilator type,1.00,ok,,ok,20125-1,Ventilator type,1.00,,,,,,Nom,
223849,Ventilator Mode,http://loinc.org,20124-4,Ventilation mode Ventilator,,Ventilator Mode,,20124-4,Ventilation mode,0.95,ok,FSN matches input exactly,ok,20124-4,Ventilation mode,0.95,,,,,Qn,Nom,LOINC SCALE_TYP=Nom but MIMIC records Qn data — a representation mismatch rather than a wrong target
223851,Rate,,,,"LOINC: no match for 'Rate' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Rate' within <<363787002.",Rate,,,,,no-match,,no-match,,,,no-match,,,,,,
223867,Additional Settings,,,,"LOINC: no match for 'Additional Settings' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Additional Settings' within <<363787002.",Additional Settings,,,,,no-match,,no-match,,,,no-match,,,,,,
223870,Wean,http://snomed.info/sct,37328000,Weaning,,Wean,,37328000,Weaning,0.85,ok,,below-threshold,93202-0,Ventilator weaning status during assessment period,0.60,ok,37328000,Weaning,0.85,,,
223871,Physio,,,,"LOINC: no match for 'Physio' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Physio' within <<363787002.",Physio,,,,,no-match,,no-match,,,,no-match,,,,,,
223872,Inspired Gas Temp.,http://loinc.org,20092-3,Temperature Inhaled gas,,Inspired Gas Temp.,,20092-3,Temperature Inhaled gas,0.95,ok,FSN matches input exactly,ok,20092-3,Temperature Inhaled gas,0.95,,,,,Qn,Qn,
